x y u v p
73.4873 44.7101 0.00116678 -0.000253736 -2.67666e-05
77.5802 43.4431 0.000986838 -9.43658e-05 -2.61856e-05
76.2305 44.3411 0.00111958 -0.000151497 -2.63319e-05
74.8555 45.2088 0.00125713 -0.000207145 -2.61628e-05
80.496 41.6665 0.000740115 1.72435e-05 -2.49165e-05
78.8318 42.8923 0.000910404 -4.40656e-05 -2.57609e-05
79.9426 42.8017 0.000899024 -1.81937e-06 -2.52511e-05
81.4667 41.258 0.000682149 4.80009e-05 -2.42724e-05
83.1561 40.4798 0.000566034 9.14248e-05 -2.29028e-05
63.1784 53.5141 0.00281348 -9.44772e-05 -6.6925e-06
64.9405 51.6597 0.00253847 -0.000179829 -1.09555e-05
84.7874 39.592 0.000429214 0.000114933 -2.11375e-05
85.6804 39.3771 0.000381815 0.000126466 -2.00765e-05
86.4813 39.3335 0.000352478 0.000137708 -1.90289e-05
87.0771 38.7615 0.000270946 0.000124495 -1.7874e-05
87.9626 38.9571 0.000256536 0.000137169 -1.64904e-05
88.6392 38.3475 0.00016894 0.000110089 -1.47861e-05
89.7199 38.5405 0.000134442 0.000106816 -1.21954e-05
66.5086 50.1467 0.00226158 -0.000254032 -1.50103e-05
67.7682 48.7766 0.00198673 -0.000305961 -1.85074e-05
69.0325 47.6026 0.00173644 -0.000332896 -2.15831e-05
69.7308 46.3356 0.00147665 -0.000344022 -2.40618e-05
71.3457 46.0456 0.00140952 -0.000316949 -2.51878e-05
90.6853 38.8947 0.000112921 0.000101531 -9.63159e-06
82.4748 41.3643 0.000688392 8.13894e-05 -2.36319e-05
92.0192 39.6127 9.36158e-05 8.52332e-05 -6.71567e-06
92.8241 39.4647 2.73813e-36 3.65345e-36 -3.00818e-06
84.3048 40.6139 0.000563972 0.0001251 -2.20142e-05
91.0651 39.7053 0.000177021 0.00014026 -1.01049e-05
93.269 39.8955 3.64921e-36 4.30762e-36 -3.57283e-06
60 62.5 0.0031874 -5.77456e-38 -6.68012e-08
60.5708 58.8748 0.00321418 -4.03073e-06 -1.17071e-06
62.3272 56.4193 0.00308743 -3.74433e-05 -4.62247e-06
73.3971 46.5113 0.00148364 -0.000256433 -2.51159e-05
78.9482 44.2846 0.00111925 -4.2501e-05 -2.55312e-05
77.3714 45.15 0.00125198 -0.000108321 -2.57416e-05
75.7467 46.224 0.00142638 -0.00017309 -2.54655e-05
81.1939 42.7752 0.000893177 4.53643e-05 -2.46326e-05
80.5216 43.9821 0.0010736 2.15141e-05 -2.50366e-05
82.2995 42.5838 0.000859889 8.54029e-05 -2.40498e-05
83.5285 41.7994 0.000736166 0.000120608 -2.30773e-05
64.6216 55.4308 0.00297629 -8.72585e-05 -9.09763e-06
65.5225 53.5592 0.0027684 -0.000144104 -1.1154e-05
66.8563 51.9683 0.00253016 -0.000207582 -1.41655e-05
85.6737 40.5077 0.000519561 0.000157203 -2.0645e-05
87.4839 39.7471 0.000365344 0.000165251 -1.78395e-05
86.8467 40.4081 0.000472287 0.000178972 -1.92662e-05
88.3417 39.975 0.00035921 0.000182507 -1.66939e-05
88.9819 39.26 0.00024334 0.000150859 -1.47081e-05
90.0318 39.5422 0.00022092 0.000155843 -1.26266e-05
68.2429 50.7833 0.00231481 -0.000253888 -1.70625e-05
69.9729 49.4133 0.00204468 -0.00028665 -2.0389e-05
71.3577 47.9463 0.00176014 -0.000295875 -2.29765e-05
91.8123 40.286 0.00020332 0.000152086 -9.74986e-06
92.5354 40.1725 0.000122865 9.95725e-05 -7.33162e-06
84.8424 41.4399 0.000664956 0.000156041 -2.19515e-05
90.4342 40.509 0.000330121 0.000205752 -1.36068e-05
91.1781 40.3841 0.000264568 0.000182797 -1.16949e-05
93.1432 40.4403 0.000103107 7.92492e-05 -7.02948e-06
93.7609 40.3149 4.6514e-36 5.06656e-36 -4.92078e-06
63.4433 59.8884 0.00321787 -1.20339e-05 -7.11337e-06
63.3333 62.5 0.0031874 -8.67555e-36 -7.80624e-06
64.5475 57.5661 0.00312594 -4.71323e-05 -8.85744e-06
75.2 48.0174 0.00172417 -0.000183612 -2.43963e-05
73.3785 48.6288 0.00184557 -0.000234872 -2.34148e-05
80.3093 45.414 0.00129494 1.35049e-05 -2.51709e-05
78.6199 46.1453 0.00141032 -5.70372e-05 -2.53105e-05
77.054 47.2568 0.00159025 -0.000118713 -2.5057e-05
81.9868 44.2755 0.00111568 8.13108e-05 -2.4622e-05
83.4527 43.4422 0.000979783 0.000134551 -2.37934e-05
84.492 42.5951 0.000839672 0.000163421 -2.2852e-05
66.7836 55.7237 0.0029516 -0.000103539 -1.26933e-05
67.9673 53.4471 0.00268762 -0.000173725 -1.50802e-05
85.7384 42.1157 0.000746646 0.000195822 -2.17069e-05
86.8028 41.5247 0.000632386 0.00021133 -2.02899e-05
88.0523 41.0253 0.000517985 0.000221023 -1.83594e-05
89.2382 40.45 0.000383585 0.000208298 -1.58029e-05
69.995 51.5983 0.00238547 -0.000227707 -1.86979e-05
72.2562 50.4633 0.00215894 -0.000227571 -2.14971e-05
92.1425 41.0644 0.000312022 0.000198513 -1.20173e-05
91.3431 41.1017 0.000373977 0.000225509 -1.34585e-05
92.7853 40.9526 0.000236447 0.000157733 -1.0422e-05
89.7914 41.243 0.000481498 0.000246694 -1.63003e-05
90.6294 41.6446 0.000512927 0.000264697 -1.60981e-05
93.6256 40.9536 0.000148193 9.87341e-05 -9.16949e-06
94.3 40.7165 5.78407e-36 5.90193e-36 -6.88257e-06
66.7696 58.6668 0.00313921 -3.91207e-05 -1.28025e-05
66.6667 62.5 0.0031874 -1.5941e-35 -1.4181e-05
75.0529 50.1967 0.00206712 -0.000162676 -2.3359e-05
77.0689 49.3567 0.00191866 -0.000106109 -2.44043e-05
80.3951 47.5223 0.00162643 1.67243e-05 -2.5239e-05
81.8889 46.1803 0.00141592 7.92984e-05 -2.50838e-05
78.6783 48.0447 0.00170927 -5.18817e-05 -2.50494e-05
83.3942 45.0568 0.00123526 0.000140027 -2.45303e-05
85.0153 43.846 0.00103084 0.000195804 -2.3393e-05
69.0446 56.2469 0.00293683 -9.81239e-05 -1.59368e-05
70.0528 53.8638 0.00267511 -0.000162204 -1.76725e-05
86.5317 43.1041 0.000890185 0.000237886 -2.2061e-05
87.8838 42.4177 0.000747079 0.000260787 -2.033e-05
89.2064 42.0082 0.000636861 0.000272885 -1.84896e-05
72.2423 53.1095 0.00252585 -0.000163769 -2.02167e-05
74.3946 51.9478 0.00232761 -0.000150691 -2.23213e-05
91.7177 42.0297 0.000533532 0.000272407 -1.60317e-05
92.6462 41.9025 0.000449971 0.000240682 -1.48084e-05
93.2351 41.5363 0.000320227 0.000185705 -1.2767e-05
90.5516 42.5997 0.00070095 0.000304604 -1.86006e-05
94.3308 41.365 0.000159189 9.21944e-05 -1.13794e-05
93.8155 41.7716 0.000323299 0.000174339 -1.38035e-05
94.8863 41.0936 6.99055e-36 6.80524e-36 -9.71245e-06
69.535 59.3978 0.00312029 -2.91017e-05 -1.69763e-05
70 62.5 0.0031874 -2.1525e-35 -1.92786e-05
77.2651 51.718 0.00225639 -7.97134e-05 -2.39929e-05
79.3544 49.9679 0.00199866 -2.21022e-05 -2.50396e-05
81.2328 49.4403 0.0019221 4.59582e-05 -2.55696e-05
82.4429 48.0756 0.0017177 9.69865e-05 -2.55598e-05
83.6773 46.8189 0.00152181 0.000150197 -2.52606e-05
84.9536 45.5759 0.00131839 0.00020135 -2.45567e-05
86.3952 44.7781 0.00117833 0.000250895 -2.37042e-05
71.8222 56.2484 0.00286746 -8.98679e-05 -1.91946e-05
87.731 43.9417 0.00101855 0.000285294 -2.24546e-05
89.2112 43.3833 0.000890954 0.000310896 -2.10022e-05
74.9208 54.2132 0.00259806 -9.85745e-05 -2.21604e-05
92.5709 42.8676 0.00067902 0.000297455 -1.86339e-05
91.6045 43.1797 0.000787891 0.000322671 -1.97152e-05
93.4739 42.5047 0.000539736 0.000250025 -1.73669e-05
90.5235 43.6417 0.000915653 0.000333569 -2.10724e-05
94.4103 42.1705 0.000374721 0.00017719 -1.63467e-05
95.0328 41.7972 0.000192835 9.38712e-05 -1.48981e-05
95.5176 41.4391 8.2923e-36 7.7623e-36 -1.33407e-05
85.2982 47.3406 0.00161621 0.000207809 -2.57307e-05
72.8056 59.7543 0.00308603 -2.00346e-05 -2.06718e-05
73.3333 62.5 0.0031874 -2.486e-35 -2.23106e-05
78.1222 54.2646 0.00256414 -3.79496e-05 -2.41876e-05
80.2049 52.0253 0.0022846 6.62607e-06 -2.53292e-05
82.6034 50.5323 0.00208997 8.73403e-05 -2.62013e-05
84.2155 48.8709 0.00185475 0.000156624 -2.62537e-05
86.6125 46.5139 0.00148324 0.000257574 -2.52849e-05
88.0448 45.9249 0.00138335 0.000302681 -2.48663e-05
74.259 57.3464 0.00290859 -5.12128e-05 -2.14857e-05
88.7563 44.8624 0.0011818 0.000319771 -2.34908e-05
90.0471 44.8408 0.00117049 0.000343793 -2.3571e-05
76.5878 56.556 0.0028091 -4.08284e-05 -2.31177e-05
93.3963 43.5992 0.000827991 0.000307042 -2.18027e-05
92.3978 44.0514 0.000967837 0.00033891 -2.25085e-05
91.2664 44.569 0.0011033 0.000351858 -2.33969e-05
94.2465 42.9799 0.000619837 0.000247773 -2.02425e-05
95.1484 42.5949 0.000436365 0.000173311 -1.99421e-05
95.7581 42.2177 0.00024391 9.67645e-05 -1.9439e-05
96.1911 41.7462 9.65011e-36 8.765e-36 -1.78676e-05
86.3368 48.7434 0.00185978 0.000226215 -2.69858e-05
76.6667 62.5 0.0031874 -2.69275e-35 -2.42096e-05
96.9029 42.0083 1.10223e-35 9.71904e-36 -2.28826e-05
95.0704 43.3728 0.000688872 0.000232776 -2.35658e-05
76.8755 59.8524 0.00305085 -9.14857e-06 -2.36493e-05
81.0088 54.7292 0.00261078 1.96442e-05 -2.57961e-05
79.459 57.3871 0.00286248 -4.92526e-06 -2.49046e-05
82.6346 52.7001 0.00238393 6.92552e-05 -2.65731e-05
84.7665 50.9122 0.00216924 0.000148323 -2.73203e-05
88.3997 47.8655 0.00174107 0.000292926 -2.72449e-05
90.0907 46.2054 0.00144767 0.000343012 -2.6001e-05
93.379 44.8559 0.00114916 0.000335085 -2.58718e-05
94.3545 43.9753 0.000897116 0.000289046 -2.45083e-05
92.025 45.435 0.00129235 0.000355417 -2.5834e-05
95.9883 43.2019 0.000575727 0.000174939 -2.55232e-05
96.4002 42.5924 0.000313857 0.000100658 -2.40908e-05
87.4532 50.1474 0.00210393 0.000229619 -2.85315e-05
80 62.5 0.0031874 -2.80851e-35 -2.52856e-05
97.1124 42.6411 0.000261571 6.88206e-05 -2.77762e-05
97.647 42.2192 1.23913e-35 1.07144e-35 -2.89993e-05
95.5805 44.0867 0.000888908 0.000240165 -2.78488e-05
91.5778 46.6886 0.001561 0.000348284 -2.79205e-05
81.1956 59.8994 0.00304561 3.6907e-06 -2.58195e-05
84.2435 54.2485 0.00258888 8.48083e-05 -2.77727e-05
82.8675 57.2177 0.0028613 2.91703e-05 -2.69508e-05
86.1351 52.2401 0.00237752 0.000157627 -2.86269e-05
90.4402 48.0868 0.00181742 0.000320613 -2.89414e-05
89.7565 49.9186 0.00212146 0.000272022 -3.02346e-05
94.7652 44.8736 0.00113736 0.000293778 -2.83707e-05
94.1132 45.8187 0.00138558 0.000320082 -2.96698e-05
93.1193 46.4894 0.00153589 0.000337868 -2.94802e-05
97.0511 43.3365 0.00055569 0.000127158 -3.06253e-05
96.7003 44.0421 0.000833969 0.000180372 -3.16472e-05
88.5475 52.0981 0.00241539 0.000201097 -3.05646e-05
83.3333 62.5 0.0031874 -2.91634e-35 -2.62814e-05
97.8347 43.0342 0.000376839 6.96235e-05 -3.37689e-05
98.4165 42.3738 1.37701e-35 1.15946e-35 -3.53323e-05
95.9751 44.9534 0.00114343 0.000241236 -3.19408e-05
92.1886 47.9092 0.00181914 0.000325617 -3.06583e-05
85.0795 59.7892 0.00306407 1.51253e-05 -2.80875e-05
87.0626 54.4876 0.00267004 0.000122779 -2.99717e-05
86.0907 57.0101 0.00288903 6.03098e-05 -2.93047e-05
92.2252 49.4911 0.00211441 0.000287065 -3.27245e-05
91.2634 51.2939 0.00237799 0.00024012 -3.3064e-05
95.2563 46.0137 0.00143806 0.000279132 -3.26953e-05
94.7215 47.1061 0.00169587 0.000288978 -3.36196e-05
93.7183 48.0199 0.00187374 0.000300783 -3.31895e-05
97.8743 43.9929 0.00077494 0.000113493 -3.70457e-05
97.0429 44.8915 0.00110885 0.000182206 -3.5615e-05
89.8291 53.6281 0.00264545 0.000168968 -3.2606e-05
86.6667 62.5 0.0031874 -3.11348e-35 -2.81007e-05
98.5778 43.1545 0.000390277 4.67637e-05 -3.90398e-05
99.2037 42.4682 1.50451e-35 1.23937e-35 -4.21538e-05
96.3059 45.9014 0.0014108 0.000229836 -3.53806e-05
94.0489 49.318 0.00213173 0.000262305 -3.55298e-05
91.5149 54.7114 0.00281272 0.000139008 -3.50892e-05
92.32 52.7237 0.0026075 0.000192573 -3.5455e-05
88.6003 59.5763 0.00309915 2.49164e-05 -3.12726e-05
89.4476 56.6199 0.00293051 8.72745e-05 -3.26737e-05
93.9186 51.0169 0.0024132 0.000219831 -3.68978e-05
96.3099 47.0819 0.00171147 0.000221367 -3.75959e-05
95.6248 48.4272 0.00199624 0.000231211 -3.77509e-05
98.8223 44.1406 0.000810057 6.36568e-05 -4.2665e-05
98.0038 45.0285 0.0011418 0.000125417 -4.00406e-05
97.3341 46.0385 0.00145005 0.000171079 -3.91597e-05
90 62.5 0.0031874 -3.46897e-35 -3.13458e-05
99.3576 43.243 0.000407031 2.13822e-05 -4.47444e-05
99.9999 42.5 1.62361e-35 1.30458e-35 -4.91491e-05
95.4359 49.8771 0.00226544 0.00020689 -3.88979e-05
92.3679 56.7555 0.00301296 8.23131e-05 -3.65916e-05
93.7492 54.7391 0.00287599 0.000122006 -3.85286e-05
94.1435 52.8879 0.00267998 0.000164424 -3.85285e-05
91.9868 59.2628 0.00314262 3.0691e-05 -3.57347e-05
95.6821 52.3635 0.00265041 0.00014164 -4.11223e-05
96.4522 51.044 0.00247872 0.000143707 -4.19656e-05
97.1454 48.3077 0.00199809 0.000160129 -4.15958e-05
97.8904 47.2862 0.00177726 0.00012838 -4.28156e-05
97.1782 49.7369 0.0022757 0.000135772 -4.28746e-05
98.8975 45.1432 0.00117432 6.78506e-05 -4.4481e-05
99.7503 43.9473 0.000721885 1.05814e-05 -4.8087e-05
99.6728 44.8644 0.00107727 1.55378e-05 -4.81669e-05
98.5395 46.1715 0.00149051 9.22826e-05 -4.40227e-05
93.3333 62.5 0.0031874 -4.02983e-35 -3.63912e-05
100.355 43.2692 0.00041708 -1.34945e-05 -5.2122e-05
100.796 42.4683 1.73221e-35 1.35976e-35 -5.63871e-05
94.8498 56.9471 0.00307972 6.12395e-05 -4.07107e-05
95.9967 54.3434 0.00288694 9.29597e-05 -4.24275e-05
110 32.5 2.77781e-36 2.71977e-36 -9.70325e-05
101.583 42.3739 1.81841e-35 1.38742e-35 -6.30148e-05
95.1407 59.861 0.00320428 1.58099e-05 -4.09044e-05
97.7233 52.5134 0.00270562 7.09987e-05 -4.54454e-05
98.7135 51.0259 0.00250796 4.2851e-05 -4.73447e-05
98.5548 48.9671 0.00214966 7.01079e-05 -4.61528e-05
99.2898 47.3746 0.0018091 3.3798e-05 -4.77217e-05
99.7409 46.1553 0.00149001 6.9865e-06 -4.90775e-05
100.642 44.2062 0.000834772 -4.16175e-05 -5.35914e-05
100.355 45.2821 0.00122338 -3.32563e-05 -5.17299e-05
96.6667 62.5 0.0031874 -4.79034e-35 -4.31517e-05
101.351 43.3577 0.000488542 -5.60204e-05 -5.91392e-05
97.3038 55.8448 0.00303982 4.33805e-05 -4.52257e-05
97.306 57.9455 0.00316754 2.27136e-05 -4.53186e-05
98.3825 54.0769 0.00289159 3.30232e-05 -4.71659e-05
110.167 32.5 -1.4725e-39 5.39328e-36 -9.70718e-05
110.099 32.5996 -1.11255e-08 1.10864e-08 -9.70328e-05
109.998 32.6717 5.73577e-36 1.03058e-37 -9.69879e-05
102.15 42.9375 0.000340351 -6.58123e-05 -6.5547e-05
102.353 42.2193 1.89552e-35 1.40698e-35 -6.98302e-05
103.097 42.0083 1.94889e-35 1.39476e-35 -7.55204e-05
109.994 32.8549 6.09262e-36 2.28966e-37 -9.69828e-05
98.5019 60.208 0.0032303 2.96617e-06 -4.77198e-05
100.269 53.398 0.00282268 -3.08897e-05 -5.12031e-05
100.43 51.5555 0.00258994 -4.46618e-05 -5.15621e-05
100.113 49.9297 0.00233553 -2.96396e-05 -5.07739e-05
99.9109 48.5273 0.00206954 -1.43912e-05 -5.00749e-05
100.893 47.32 0.00180127 -8.1626e-05 -5.3572e-05
101.008 46.1388 0.00149131 -8.65531e-05 -5.44853e-05
101.71 44.3241 0.000904268 -0.00011048 -5.96876e-05
101.213 45.0627 0.00115837 -9.17263e-05 -5.61772e-05
100 62.5 0.0031874 -5.67755e-35 -5.10905e-05
102.477 43.698 0.000691275 -0.000132995 -6.53579e-05
99.543 55.8394 0.0030516 -3.91473e-06 -4.9744e-05
99.9708 58.0587 0.0031805 -7.18631e-06 -5.06886e-05
110.333 32.5 -7.1745e-39 5.39413e-36 -9.70809e-05
110.211 32.7035 -9.43067e-08 8.57651e-08 -9.70347e-05
103.066 43.0029 0.0004474 -0.000118746 -7.08387e-05
103.809 41.7463 1.98544e-35 1.37643e-35 -8.12314e-05
103.668 42.4122 0.000264623 -9.20411e-05 -7.66621e-05
110.157 32.8947 -8.57988e-08 2.16339e-07 -9.70755e-05
109.985 33.0487 6.4912e-36 3.81614e-37 -9.71393e-05
111 32.5 -2.21553e-38 5.34404e-36 -9.61867e-05
110.5 32.5 -1.38003e-38 5.38833e-36 -9.69803e-05
103.333 62.5 0.0031874 -6.5752e-35 -5.9107e-05
102.045 59.4716 0.0032107 -1.58023e-05 -5.51639e-05
102.036 52.0166 0.00263878 -0.000117965 -5.5247e-05
102.594 53.7033 0.00282978 -0.00011277 -5.60453e-05
101.915 56.1563 0.00305774 -5.41302e-05 -5.45246e-05
101.803 50.3774 0.00240177 -0.000126544 -5.52447e-05
101.337 48.7688 0.00211734 -0.000110182 -5.4509e-05
102.241 46.5298 0.00160382 -0.00017898 -5.90972e-05
102.489 47.8993 0.00192984 -0.000193033 -5.86489e-05
102.128 45.4406 0.00129331 -0.000162398 -6.00479e-05
102.703 44.585 0.00102777 -0.000184331 -6.4217e-05
103.57 44.084 0.000889993 -0.000222945 -6.94845e-05
110.444 32.7075 -2.89584e-07 1.02483e-07 -9.69612e-05
110.345 32.918 -2.58461e-07 3.02615e-07 -9.70558e-05
103.942 43.1111 0.000567541 -0.00018395 -7.46703e-05
104.387 42.1766 0.000266289 -0.000112651 -8.1147e-05
104.482 41.4392 2.01813e-35 1.33292e-35 -8.60942e-05
110.184 33.1142 -1.02854e-07 4.10483e-07 -9.7266e-05
109.971 33.2559 6.93487e-36 5.59482e-37 -9.74776e-05
110.883 32.7067 -4.6698e-07 -7.80594e-11 -9.6441e-05
111.167 32.5 -2.02466e-38 5.3237e-36 -9.5824e-05
110.833 32.5 -2.14624e-38 5.36224e-36 -9.65105e-05
111.065 32.6873 -3.9444e-07 -4.40575e-08 -9.61024e-05
110.58 32.6246 -2.81965e-07 3.3181e-08 -9.68508e-05
110.667 32.5 -1.81704e-38 5.37772e-36 -9.67925e-05
105.05 59.947 0.00318001 -2.31876e-05 -6.10422e-05
106.667 62.5 0.0031874 -7.31655e-35 -6.57098e-05
111.333 32.5 -1.59643e-38 5.30195e-36 -9.5434e-05
111.667 32.5 -9.01753e-40 5.25683e-36 -9.46229e-05
111.5 32.5 -9.43444e-39 5.27948e-36 -9.503e-05
104.945 57.3666 0.0030738 -7.95309e-05 -6.01941e-05
103.64 51.5024 0.00253908 -0.000200469 -5.90461e-05
104.553 53.4247 0.0027527 -0.000183828 -5.99958e-05
104.04 55.4353 0.00296039 -0.000114792 -5.86041e-05
102.968 49.5592 0.00224851 -0.000204208 -5.8706e-05
103.354 45.4564 0.00131603 -0.000248947 -6.50699e-05
103.511 46.8956 0.00169527 -0.000266842 -6.30627e-05
103.987 48.5444 0.0020448 -0.000279338 -6.2265e-05
104.377 44.8321 0.00115557 -0.000303624 -7.03763e-05
104.594 43.8219 0.000856271 -0.000277153 -7.44376e-05
110.701 32.7276 -4.57016e-07 5.78349e-08 -9.67073e-05
110.555 32.9289 -3.97294e-07 2.17552e-07 -9.69244e-05
110.409 33.1957 -1.26993e-07 3.87725e-07 -9.72618e-05
104.712 42.8566 0.000546592 -0.000214469 -7.88245e-05
105.183 42.1174 0.000350267 -0.000169684 -8.41111e-05
105.114 41.0937 2.02838e-35 1.27644e-35 -9.02849e-05
110.176 33.3725 -3.6862e-08 4.78168e-07 -9.76613e-05
109.952 33.4758 7.39724e-36 7.63617e-37 -9.79778e-05
110.962 32.8655 -3.44639e-07 -1.26512e-07 -9.63679e-05
111.237 32.6916 -2.61403e-07 -9.07623e-08 -9.57585e-05
111.16 32.8857 -2.20447e-09 -3.36213e-07 -9.60325e-05
107.921 59.4306 0.00310048 -4.31381e-05 -6.51482e-05
110 62.5 0.0031874 -7.7989e-35 -6.99682e-05
111.404 32.6871 -6.78983e-08 -1.24947e-07 -9.5399e-05
111.717 32.6755 4.1608e-07 -1.6759e-07 -9.46909e-05
111.833 32.5 9.54924e-39 5.2342e-36 -9.42161e-05
111.557 32.6476 6.91631e-08 -9.82591e-08 -9.50253e-05
120 62.5 0.0031874 -3.80185e-35 -6.8715e-05
106.239 40.315 1.99388e-35 1.1464e-35 -9.73895e-05
105.7 40.7165 2.01546e-35 1.21673e-35 -9.40775e-05
113.333 62.5 0.0031874 -7.9625e-35 -7.14724e-05
112 32.5 2.15906e-38 5.21195e-36 -9.3816e-05
110.619 33.1224 -1.40266e-07 1.1091e-07 -9.70091e-05
116.667 62.5 0.0031874 -7.79127e-35 -7.00897e-05
106.177 40.942 0.000143987 -9.88439e-05 -9.31006e-05
106.329 54.5506 0.00280949 -0.00019037 -6.25492e-05
107.907 56.8879 0.0029477 -0.000123981 -6.45405e-05
104.865 50.1944 0.00231425 -0.000288071 -6.26544e-05
105.719 52.1626 0.00256664 -0.000260118 -6.27631e-05
104.587 45.8828 0.00144565 -0.000333674 -6.83894e-05
104.885 47.1217 0.00173863 -0.000348821 -6.6738e-05
105.437 48.4638 0.00200224 -0.00035613 -6.58814e-05
105.396 44.6632 0.00113613 -0.000361078 -7.3985e-05
105.467 43.348 0.000763072 -0.000305376 -7.89545e-05
110.804 33.0019 -2.32318e-07 -7.77305e-08 -9.66805e-05
110.703 33.3239 5.77668e-07 -4.37306e-07 -9.71085e-05
110.434 33.4993 4.18106e-07 -2.908e-08 -9.76616e-05
106.05 42.4309 0.000540285 -0.000272069 -8.45487e-05
105.838 41.5647 0.000265674 -0.000155139 -8.88483e-05
110.175 33.6746 1.55537e-07 2.18815e-07 -9.82787e-05
109.927 33.7091 7.90861e-36 9.96584e-37 -9.86529e-05
111.027 33.0581 3.4294e-07 -5.46039e-07 -9.63934e-05
111.36 32.8913 5.08198e-07 -5.36438e-07 -9.56537e-05
111.251 33.103 1.35636e-06 -1.1384e-06 -9.60438e-05
111.037 59.1663 0.00299866 -5.4015e-05 -6.80128e-05
111.568 32.8536 9.57461e-07 -5.83881e-07 -9.51938e-05
111.768 32.8776 1.902e-06 -8.12719e-07 -9.48006e-05
111.891 32.6827 8.21233e-07 -2.10804e-07 -9.43058e-05
120 59.146 0.00283106 -6.00773e-37 -6.72878e-05
117.756 60.2531 0.00295636 -7.73585e-06 -6.86809e-05
106.781 40.5065 0.000132286 -0.000103915 -9.60837e-05
106.731 39.8956 1.96219e-35 1.06703e-35 -0.0001
114.719 59.674 0.00294426 -3.12615e-05 -6.93433e-05
112.071 32.6734 1.17914e-06 -2.13754e-07 -9.38934e-05
112.167 32.5 3.50211e-38 5.19037e-36 -9.34277e-05
106.616 41.2533 0.000284916 -0.00018875 -9.16703e-05
109.893 33.957 8.46326e-36 1.26215e-36 -9.94096e-05
107.932 38.5896 1.80332e-35 8.26924e-36 -0.000105336
109.851 34.2201 9.05951e-36 1.55988e-36 -0.000100267
108.247 38.1553 1.73331e-35 7.48168e-36 -0.000106177
108.566 54.6486 0.00273018 -0.000218604 -6.55922e-05
108.04 52.4779 0.0025175 -0.000303371 -6.6123e-05
110.753 56.0317 0.00276504 -0.000168507 -6.73157e-05
106.855 51.0061 0.00237262 -0.000334325 -6.56297e-05
106.625 49.369 0.00213094 -0.000381049 -6.70666e-05
105.929 45.8603 0.00144727 -0.00040743 -7.20211e-05
106.535 47.3824 0.00177264 -0.000423797 -7.00345e-05
106.302 44.3375 0.00107673 -0.000400665 -7.73161e-05
106.378 43.3307 0.000814538 -0.000360491 -8.12321e-05
111.027 33.2758 1.51469e-06 -1.31544e-06 -9.65889e-05
110.923 33.5044 2.52959e-06 -2.11917e-06 -9.70024e-05
110.699 33.6581 2.15184e-06 -1.87296e-06 -9.75513e-05
110.451 33.866 1.67328e-06 -1.63926e-06 -9.82829e-05
106.873 41.8208 0.000456141 -0.000274423 -8.88213e-05
107.043 42.7164 0.000696208 -0.000359806 -8.48352e-05
110.149 34.0189 5.58586e-07 -6.77643e-07 -9.91232e-05
111.494 33.1051 2.58495e-06 -1.62632e-06 -9.55889e-05
111.334 33.3263 3.72846e-06 -2.62982e-06 -9.6112e-05
113.596 57.1087 0.00274975 -0.000111699 -6.86503e-05
111.707 33.0926 3.76322e-06 -1.91949e-06 -9.5159e-05
111.973 32.8761 2.84026e-06 -9.36194e-07 -9.43668e-05
111.914 33.0626 4.80755e-06 -2.01102e-06 -9.47171e-05
120 55.8523 0.00248112 -3.4963e-36 -6.58932e-05
117.236 57.1945 0.00265442 -5.64782e-05 -6.80936e-05
107.38 40.091 0.000133519 -0.000117415 -9.81907e-05
107.235 40.89 0.000275893 -0.000202868 -9.38086e-05
107.176 39.4648 1.92259e-35 9.85485e-36 -0.000102237
112.268 32.6755 1.71133e-06 -2.42028e-07 -9.34715e-05
112.143 32.8462 3.32216e-06 -8.74397e-07 -9.39789e-05
112.333 32.5 4.96882e-38 5.16949e-36 -9.30517e-05
107.576 39.0276 1.86666e-35 9.05547e-36 -0.000103908
108.114 39.1323 7.88414e-05 -8.65442e-05 -0.000101984
108.486 38.7064 7.03655e-05 -8.40644e-05 -0.0001029
110.078 34.4044 1.14222e-06 -2.28004e-06 -0.000100228
109.798 34.4988 9.69302e-36 1.8906e-36 -0.000101228
108.778 38.2228 5.32625e-05 -7.02717e-05 -0.000103888
108.525 37.7276 1.65863e-35 6.73023e-36 -0.000106727
110.326 53.2225 0.00250456 -0.000291209 -6.81017e-05
112.5 32.5 6.54108e-38 5.14969e-36 -9.2695e-05
109.655 35.1039 1.10733e-35 2.6676e-36 -0.000103285
109.159 36.5135 1.4191e-35 4.7322e-36 -0.000106434
108.977 36.9052 1.49939e-35 5.3486e-36 -0.000106812
108.767 37.3102 1.57941e-35 6.01461e-36 -0.000106927
109.733 34.7934 1.03608e-35 2.25846e-36 -0.000102279
108.472 50.1883 0.00219681 -0.000400505 -6.8893e-05
110.292 50.9332 0.00222969 -0.000388773 -7.00889e-05
112.87 54.2299 0.00250066 -0.000232706 -6.9046e-05
107.955 48.4493 0.0019386 -0.000445567 -7.06608e-05
107.183 44.9141 0.0012377 -0.000453398 -7.72468e-05
107.123 45.8794 0.00145391 -0.000458527 -7.45049e-05
107.905 46.544 0.00158817 -0.000479892 -7.41822e-05
107.466 43.8091 0.000985564 -0.000436227 -8.12031e-05
111.194 33.6035 5.57646e-06 -4.31693e-06 -9.66647e-05
